"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","171","planet response passes Zod schema validation","","Tue Mar 31 19:54:13 UTC 2026","passed","Tue Mar 31 19:54:13 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","147","non-existent vehicles ID 9999 returns 404","","Tue Mar 31 19:54:10 UTC 2026","passed","Tue Mar 31 19:54:11 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","153","get person by ID returns Luke Skywalker","","Tue Mar 31 19:54:12 UTC 2026","passed","Tue Mar 31 19:54:13 UTC 2026","People – Detail","people.spec.ts","",""
"","162","get film 3 returns 'Return of the Jedi' (Episode 6)","","Tue Mar 31 19:54:12 UTC 2026","passed","Tue Mar 31 19:54:12 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","168","person 2 responds within SLA","","Tue Mar 31 19:54:10 UTC 2026","passed","Tue Mar 31 19:54:10 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","369","people page size is at most 10","","Tue Mar 31 19:54:11 UTC 2026","passed","Tue Mar 31 19:54:12 UTC 2026","People – List","people.spec.ts","",""
"","147","planets page size is at most 10","","Tue Mar 31 19:54:12 UTC 2026","passed","Tue Mar 31 19:54:12 UTC 2026","Planets – List","planets.spec.ts","",""
"","156","get planet 8 returns Naboo","","Tue Mar 31 19:54:11 UTC 2026","passed","Tue Mar 31 19:54:11 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","140","get planet 3 returns Yavin IV","","Tue Mar 31 19:54:11 UTC 2026","passed","Tue Mar 31 19:54:11 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","127","get starship 12 returns X-wing","","Tue Mar 31 19:54:15 UTC 2026","passed","Tue Mar 31 19:54:15 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","127","get starship 3 returns Star Destroyer","","Tue Mar 31 19:54:15 UTC 2026","passed","Tue Mar 31 19:54:15 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","121","search vehicles with nonsense term returns empty","","Tue Mar 31 19:54:17 UTC 2026","passed","Tue Mar 31 19:54:17 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","1647","get all films returns paginated results","","Tue Mar 31 19:54:08 UTC 2026","passed","Tue Mar 31 19:54:10 UTC 2026","Films – List","films.spec.ts","",""
"","199","get person 2 returns C-3PO","","Tue Mar 31 19:54:09 UTC 2026","passed","Tue Mar 31 19:54:09 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","125","very large page number returns 404","","Tue Mar 31 19:54:10 UTC 2026","passed","Tue Mar 31 19:54:10 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","128","get planet by ID returns Tatooine","","Tue Mar 31 19:54:13 UTC 2026","passed","Tue Mar 31 19:54:13 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","125","search people with nonsense term returns empty","","Tue Mar 31 19:54:12 UTC 2026","passed","Tue Mar 31 19:54:12 UTC 2026","People – List","people.spec.ts","",""
"","126","get starship 9 returns Death Star","","Tue Mar 31 19:54:15 UTC 2026","passed","Tue Mar 31 19:54:15 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
