"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","274","starships page size is at most 10","","Tue Mar 31 15:28:48 UTC 2026","passed","Tue Mar 31 15:28:48 UTC 2026","Starships – List","starships.spec.ts","",""
"","203","starship response passes Zod schema validation","","Tue Mar 31 15:28:50 UTC 2026","passed","Tue Mar 31 15:28:50 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","645","empty search term returns all results","","Tue Mar 31 15:28:41 UTC 2026","passed","Tue Mar 31 15:28:42 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","186","get all species returns paginated results","","Tue Mar 31 15:28:47 UTC 2026","passed","Tue Mar 31 15:28:47 UTC 2026","Species – List","species.spec.ts","",""
"","152","root endpoint returns HTTP 200","","Tue Mar 31 15:28:47 UTC 2026","passed","Tue Mar 31 15:28:47 UTC 2026","Root Endpoint","root.spec.ts","",""
"","240","species page size is at most 10","","Tue Mar 31 15:28:47 UTC 2026","passed","Tue Mar 31 15:28:48 UTC 2026","Species – List","species.spec.ts","",""
"","265","get species 2 returns Droid","","Tue Mar 31 15:28:46 UTC 2026","passed","Tue Mar 31 15:28:46 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","152","non-existent planet returns 404","","Tue Mar 31 15:28:47 UTC 2026","passed","Tue Mar 31 15:28:47 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","217","get planet 8 returns Naboo","","Tue Mar 31 15:28:44 UTC 2026","passed","Tue Mar 31 15:28:44 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","214","get starship 12 returns X-wing","","Tue Mar 31 15:28:49 UTC 2026","passed","Tue Mar 31 15:28:49 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","155","search starships with nonsense term returns empty","","Tue Mar 31 15:28:49 UTC 2026","passed","Tue Mar 31 15:28:49 UTC 2026","Starships – List","starships.spec.ts","",""
"","165","non-existent vehicles ID 9999 returns 404","","Tue Mar 31 15:28:43 UTC 2026","passed","Tue Mar 31 15:28:43 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","156","get species 1 returns Human","","Tue Mar 31 15:28:46 UTC 2026","passed","Tue Mar 31 15:28:46 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","236","get film 5 returns 'Attack of the Clones' (Episode 2)","","Tue Mar 31 15:28:45 UTC 2026","passed","Tue Mar 31 15:28:46 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","873","starships pagination returns different results per page","","Tue Mar 31 15:28:48 UTC 2026","passed","Tue Mar 31 15:28:49 UTC 2026","Starships – List","starships.spec.ts","",""
"","221","get species 5 returns Hutt","","Tue Mar 31 15:28:47 UTC 2026","passed","Tue Mar 31 15:28:47 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
